SENTENCE	FULL_CONTEXT	MOVIE_ID	SENT_ID	REGION	YEAR
Some, including children in the UK, be traded within the country.	The UK is an important destination for women, men and children... traded for sexual exploitation and forced labor. <i> Some, including children in the UK, be traded within the country. </i> The Minister of the Interior... are there in 4000 women in prostitution.	5742017	1087	UK	2010
I'm four years old, he's big and strong, and he's hurting her.	But it's true. <i> I'm four years old, he's big and strong, and he's hurting her. </i> Eddie doesn't care.	4527521	319	UK	2012
They do not even understand.	When the women come, you have nothing. <i> They do not even understand. </i> No papers, no taxes, nothing.	5742017	365	UK	2010
Their fate's already been determined.	Man is gonna die from the moment he leaves his mother's womb. <i> Their fate's already been determined. </i> All we'd be doing is...	4107485	471	UK	2010
Zaf, can you hear me?	I would just Jed. <i> Zaf, can you hear me? </i> I do not want bruised boxer the wedding pictures.	5742017	99	UK	2010
But I was just having a word with that old lady over there.	I'm sorry to take so long. <i> But I was just having a word with that old lady over there. </i> Tragic story.	4107485	599	UK	2010
Thirty years ago I worked for the government.	- Enough. <i> Thirty years ago I worked for the government. </i> I've heard things and seen I could not see.	5742017	967	UK	2010
Only that I hope it's as hot down there as they say it is!	Aye! <i> Only that I hope it's as hot down there as they say it is! </i> You see, you can only teach anatomy by cutting up people's bodies.	4107485	33	UK	2010
I make what he has ruined everything.	I make what he has ruined everything. <i> I make what he has ruined everything. </i> Everything.	5742017	823	UK	2010
It is an heliographic, a device to capture the image forever.	Excellent. <i> It is an heliographic, a device to capture the image forever. </i> An heliographic?	4107485	450	UK	2010
There is nobody in the club.	My daughter is only nine. <i> There is nobody in the club. </i> The police have closed it.	5742017	951	UK	2010
I give you the human form... in all its glory.	Gentlemen... <i> I give you the human form... in all its glory. </i> Jesus Christ!	4107485	72	UK	2010
You are convicted of the heinous crimes of grave robbery and multiple murder.	Irish scum! <i> You are convicted of the heinous crimes of grave robbery and multiple murder. </i> Do you have anything to say before you are consigned to hell?	4107485	1142	UK	2010
Put him in the car.	They organized the fight. <i> Put him in the car. </i> - Grab your clothes.	5742017	945	UK	2010
And even they were too fast.	That of the roadies is also gone. <i> And even they were too fast. </i> It's stolen.	5742017	51	UK	2010
Women like that in a man.	You have hidden depths, William. <i> Women like that in a man. </i> - May I see you tonight?	4107485	714	UK	2010
There are three great battles.	Tonight... <i> There are three great battles. </i> Two new challengers.	5742017	448	UK	2010
I'm being persecuted by a heathen!	I'm half Jewish. <i> I'm being persecuted by a heathen! </i> This is an outrage.	4107485	1042	UK	2010
Take the truck and go to work.	No, no. <i> Take the truck and go to work. </i> You've been busy.	5742017	43	UK	2010
I can't work out what makes this character commit murder.	Just say the words! <i> I can't work out what makes this character commit murder. </i> Why, Ginny...	4107485	704	UK	2010
So I know what fear is.	But there are forces which I had to hide. <i> So I know what fear is. </i> - In any country.	5742017	975	UK	2010
I get her back, I promise.	- Call the police. <i> I get her back, I promise. </i> - It's started again.	5742017	473	UK	2010
Are you telling us Old Donald is dead?	So he didn't pay his rent, then? <i> Are you telling us Old Donald is dead? </i> As a doornail.	4107485	125	UK	2010
Vlad Dracul put heads on spikes.	Then he laughs no more. <i> Vlad Dracul put heads on spikes. </i> He was Romanian.	5742017	818	UK	2010
You got a business to run.	Or to be getting yourself inebriated. <i> You got a business to run. </i> We was just talking about that.	4107485	591	UK	2010
But do not try to escape.	Tonight you are heroes. <i> But do not try to escape. </i> Do you have a wife?	5742017	438	UK	2010
And I'm telling you I don't like this one bit.	I'm telling you, Willy, it'll be over in a flash. <i> And I'm telling you I don't like this one bit. </i> And I am confident that this is the only way.	4107485	511	UK	2010
Newly returned from my tour of the continent.	I am he. <i> Newly returned from my tour of the continent. </i> And I am Samuel Coleridge.	4107485	413	UK	2010
Julie, everything will be fine.	Everything will be fine, honey. <i> Julie, everything will be fine. </i> - Point that gun at me.	5742017	1010	UK	2010
Chelsea are going to slaughter you.	Are you going to the Arsenal game on Saturday? <i> Chelsea are going to slaughter you. </i> Nice view.	6338678	198	UK	2008
We went to the seaside for the day, just him and me.	And then they'd be gone forever. <i> We went to the seaside for the day, just him and me. </i> My mum took me to Camber Sands once.	6338678	702	UK	2008
He said he doesn't mind being dirty.	Yeah, but we have to keep him nice and clean, don't we? <i> He said he doesn't mind being dirty. </i> Oh, he told you that, did he?	6338678	79	UK	2008
'Anyway, for better or worse,	'I wouldn't be the first woman in my family'to have her knickers charmed off her by some fella in the army. <i> 'Anyway, for better or worse, </i> 'I got my boy and he got me.'	6338678	21	UK	2008
'Love is furious and brave and loud.	'Love is not surrender, Osama. <i> 'Love is furious and brave and loud. </i> 'You could hear it in the noise that my boy made when he played with his cars.	6338678	935	UK	2008
'To make me realise that paradise was a grey day,'on an English beach with my boy.'	'They believed in Arsenal Football Club and it took you to destroy it. <i> 'To make me realise that paradise was a grey day,'on an English beach with my boy.' </i> I don't know why I didn't think of looking for you here.	6338678	545	UK	2008
Eight weeks ago, you see, he was here.	It's the one perfect memory I have of us, and the day I took him was perfect, too. <i> Eight weeks ago, you see, he was here. </i> I had him to... you know, to...	6338678	705	UK	2008
'My boy and Camber Sands.	'So, if I'm going to show you my life, I better start here. <i> 'My boy and Camber Sands. </i> 'Why this and why now?	6338678	10	UK	2008
'But if I can make you see my son with all your heart for just one moment,	Much brighter than me. <i> 'But if I can make you see my son with all your heart for just one moment, </i> 'I know you would stop making boy-shaped holes in the world.	6338678	929	UK	2008
"""' Bethnal Green was like hell,"" my grandma said,"	"'Even Hitler couldn't finish it off. <i> ""' Bethnal Green was like hell,"" my grandma said, </i> ""' just one endless sea of flames."""	6338678	915	UK	2008
And we smile because we understand one another.	That's all... you ruffle my hair. <i> And we smile because we understand one another. </i> You could just grunt or something, just so I don't feel like a complete prat.	6338678	611	UK	2008
And if I can't get into their heads, I'll try and get into their beds.	- Sometimes, yeah. <i> And if I can't get into their heads, I'll try and get into their beds. </i> What do you tell people when you need to get into their beds?	6338678	177	UK	2008
Oh, he told you that, did he?	He said he doesn't mind being dirty. <i> Oh, he told you that, did he? </i> And he said, you can come in here if you're scared tonight.	6338678	80	UK	2008
I would do anything to go get them years back.	One... <i> I would do anything to go get them years back. </i> Two...	3345059	1214	UK	2008
Ike and Andre and them man.	All right, look... <i> Ike and Andre and them man. </i> They had some next bre there, offering bare Ps, blood.	3345059	1393	UK	2008
If you're not on it, you know how I feel.	I'm just about my studies, money and my girl. <i> If you're not on it, you know how I feel. </i> Do you know where I can find them lot?	3345059	376	UK	2008
- And I want us to go get him back.	that killed our best friend... just come out of jail, innit? <i> - And I want us to go get him back. </i> - And do what?	3345059	1152	UK	2008
You think you're a big man?	- And what? <i> You think you're a big man? </i> No, man.	3345059	1681	UK	2008
- He doesn't want any trouble, Jay...	- Where's he gone? <i> - He doesn't want any trouble, Jay... </i> - Where's he gone?	3345059	1454	UK	2008
Yes, I can, and I have been for years.	You can't survive with those numbers. <i> Yes, I can, and I have been for years. </i> And with the pick up of Dexter Sky, well, things are looking up.	5697912	1012	US	2012
- I just don't want to.	- Why not? <i> - I just don't want to. </i> Go see, go see.	3468388	362	US	2007
( SOBBING) And this lady can give you some place to stay.	I'm gonna come see you every day. <i> ( SOBBING) And this lady can give you some place to stay. </i> Mommy just can't right now.	5697912	1460	US	2012
Do you want to play?	You know, you have eyed that video game five times in the last four minutes. <i> Do you want to play? </i> - Yeah.	5697912	791	US	2012
Have you driving a new fuckin' car by the end of the week.	You say the words, I'll put you on deck. <i> Have you driving a new fuckin' car by the end of the week. </i> No.	5536320	1666	US	2014
You just don't get it!	She doesn't have a silver spoon in her mouth. <i> You just don't get it! </i> You're the kind of guy who leaves a$ 10 tip for a$ 20 bill!	5697912	1186	US	2012
Yeah, he don't remember'cause he got his head beat in.	Yo, don't kill that, man. <i> Yeah, he don't remember'cause he got his head beat in. </i> Fuck that noise, Chris.	3468388	94	US	2007
I still went to school.	My dad still had the store, <i> I still went to school. </i> I made her angry.	5536320	1111	US	2014
So you gonna give me the gun or what?	That's my mom's ring. <i> So you gonna give me the gun or what? </i> Why don't you just sit down?	3468388	368	US	2007
I'm tired of you fucking dick-riding me, man.	Look at me. <i> I'm tired of you fucking dick-riding me, man. </i> Always following me around and shit.	3468388	606	US	2007
So you think you tougher than you actually are.	One, you done all your time so far with kids, instead of real cons. <i> So you think you tougher than you actually are. </i> Two, the guards of the Y.O.S.	5536320	9	US	2014
It's right down the street.	A party. <i> It's right down the street. </i> - Then walk.	3468388	653	US	2007
Who was that girl you were with last week?	( Chuckling) <i> Who was that girl you were with last week? </i> Oh... that is, um, Crystal.	5536320	995	US	2014
My mom doesn't have enough money to play fun things.	- Yeah? <i> My mom doesn't have enough money to play fun things. </i> ( SCOFFS)	5697912	794	US	2012
- Well, break it up or something.	- Mason and your brother. <i> - Well, break it up or something. </i> I can't have the cops come to my house.	3468388	738	US	2007
Dexter Sky, yes, our biggest client.	And with the pick up of Dexter Sky, well, things are looking up. <i> Dexter Sky, yes, our biggest client. </i> You just pulled them right out from under us.	5697912	1014	US	2012
Matter of fact, she about to have my baby.	Hell, yeah, man, we're still together. <i> Matter of fact, she about to have my baby. </i> You gonna be a daddy.	3468388	32	US	2007
And what's right lies within me.	Just time, I plan on doing it right. <i> And what's right lies within me. </i> I'm learning to appreciate my struggle for it would be hard to find the joy of accomplishment without it.	5536320	1748	US	2014
- They take women and kids.	- You should try the Petrie House. <i> - They take women and kids. </i> - Yeah, I know.	5697912	1070	US	2012
Before this committee renders its decision, is there anything that the inmate would like to say?	WOMAN: <i> Before this committee renders its decision, is there anything that the inmate would like to say? </i> Not too long ago...	5536320	1550	US	2014
Swear to God, no jokes little brother, picks up one of their own pieces, right?	Naw, right? <i> Swear to God, no jokes little brother, picks up one of their own pieces, right? </i> D:	5536320	703	US	2014
Well, you just told her.	Uh. <i> Well, you just told her. </i> It's Wesley.	5697912	694	US	2012
♪ There's only to be your mother ♪	♪ To see and the penitentiary is on fire ♪ <i> ♪ There's only to be your mother ♪ </i> ♪ Or your brother or the one to come before you for ♪	5536320	829	US	2014
Oh, hey, it's no problem.	So thanks for taking the trip down with me. <i> Oh, hey, it's no problem. </i> I just wish I could stay longer and help you... decorate.	3877824	20	US	2009
I can stop if you want.	Man, you don't hold back, do you. <i> I can stop if you want. </i> No, I didn't mean it like that.	5536320	1114	US	2014
I told you she would do this!	You let them do this! <i> I told you she would do this! </i> ( CARS HONKING)	5697912	381	US	2012
Miss Burns, let me be frank with you.	We're here to discuss the enrolment of James Burns into the freshman class of Roosevelt High School, per the request of his mother, Tracy Burns. <i> Miss Burns, let me be frank with you. </i> We have some concerns.	5536320	36	US	2014
I didn't know that anybody was here.	I'm sorry. <i> I didn't know that anybody was here. </i> You do know that's grounds for termination, right?	5697912	595	US	2012
Ariel, can you get down from there?	The babysitter just dropped her off. <i> Ariel, can you get down from there? </i> You know, you really shouldn't be sitting here on these side streets.	5697912	652	US	2012
Well this is kinda out of my price range.	Don't tell anyone what we talked about, okay? <i> Well this is kinda out of my price range. </i> A girl's gotta treat herself sometimes.	3877824	432	US	2009
♪ When you're holding on	♪' Cause nothing feels like <i> ♪ When you're holding on </i> ♪ Say I feel all right	5536320	1152	US	2014
I don't talk to strangers.	Yeah April? <i> I don't talk to strangers. </i> Wes wants the conference call transferred to the car.	5697912	176	US	2012
Just up the road is my truck.	I want you to go out the back way. <i> Just up the road is my truck. </i> It's off to the side.	3877824	732	US	2009
It does, John, but you know what?	Puts you in a great position to sell. <i> It does, John, but you know what? </i> If I were in the same position, I probably would've done the same thing.	5697912	1018	US	2012
You ever wish you were someone else, Faith?	Where are you gonna go? <i> You ever wish you were someone else, Faith? </i> All the time.	3877824	386	US	2009
Don't put your faith in me, Alice.	Why did you save me? <i> Don't put your faith in me, Alice. </i> I promise I'll disappoint you.	5891414	643	US	2014
- I don't know where Walt is.	- Where's Walt? <i> - I don't know where Walt is. </i> He's not up there.	241730	1317	US	2005
When you didn't call, we went ahead without you.	Anyway, it's cool. <i> When you didn't call, we went ahead without you. </i> But you should have called.	3877824	44	US	2009
I had a conversation with Cort today.	Listen, um, <i> I had a conversation with Cort today. </i> He told me about your mom.	3877824	452	US	2009
You'll need proof of life, of course.	Along time ago, my friend. <i> You'll need proof of life, of course. </i> - Hello.	5891414	1056	US	2014
- Well, I'm looking for a new agent first.	- Who's publishing it? <i> - Well, I'm looking for a new agent first. </i> A friend of mine's an agent with Binky Urban.	241730	958	US	2005
Hell, Faith, not only were you the right look, you were vulnerable.	"You were the one. <i> Hell, Faith, not only were you the right look, you were vulnerable. </i> Everything about you just screamed"" Take advantage of me."""	3877824	740	US	2009
You used to be very emotional when you were younger.	Let me get you a pillow. <i> You used to be very emotional when you were younger. </i> Did I look pretty silly out there, falling on the concrete?	241730	1485	US	2005
'Cause I don't really like to talk about it.	Why didn't you tell me about her? <i> 'Cause I don't really like to talk about it. </i> Why?	3877824	457	US	2009
Not even to say thanks?	Once you hook up, the whole thing changes. <i> Not even to say thanks? </i> I mean, the guy gives you, like, what, a$ 2,000 watch, and he doesn't even get a thank you?	3877824	441	US	2009
Remember, you'll be in front of a lot of people.	Mom, I'll be fine. <i> Remember, you'll be in front of a lot of people. </i> - Don't ruin the whole thing for me.	241730	119	US	2005
He's trying to decide what you're worth.	You know what he's doing, don't you? <i> He's trying to decide what you're worth. </i> He will not hurt you.	5891414	683	US	2014
It might help if you talk...	Why? <i> It might help if you talk... </i> Just the same way you don't like to talk about Jimmy.	3877824	459	US	2009
- I'm here to see Lebedynko.	Just people you meet. <i> - I'm here to see Lebedynko. </i> - No.	5891414	527	US	2014
I have pretty weird interests.	- Long story. <i> I have pretty weird interests. </i> I'm gonna need some I.D.	3877824	72	US	2009
Weinstein's back in the States.	I'm running the show here now, Peter. <i> Weinstein's back in the States. </i> He seemed surprised when they sent him home.	5891414	1001	US	2014
You're shoving the whole tongue in me.	- It would have to be. <i> You're shoving the whole tongue in me. </i> No, it's okay.	241730	555	US	2005
I knew it from the first moment I saw you.	You know, <i> I knew it from the first moment I saw you. </i> You were the one.	3877824	738	US	2009
I'm on the next plane down.	Used to work with Hanley. <i> I'm on the next plane down. </i> Bring Mason in.	5891414	185	US	2014
There is nothing to eat or drink.	This is Mother Hubbard. <i> There is nothing to eat or drink. </i> No soda.	241730	744	US	2005
I was thinking maybe you'd like to buy me a drink.	Hey, so it's last call. <i> I was thinking maybe you'd like to buy me a drink. </i> Thanks, but I'll pass.	3877824	510	US	2009
It's always one dish less the number of people.	I'm happy to have the same amount of dishes as people. <i> It's always one dish less the number of people. </i> That's our family tradition, not ordering enough food.	241730	642	US	2005
I'll run a biometric match.	She was in the restaurant with Devereaux. <i> I'll run a biometric match. </i> Welcome to Hotel Imperial.	5891414	837	US	2014
- Joan says you don't like your sheets.	Thank you, Walt. <i> - Joan says you don't like your sheets. </i> - They're fine.	241730	731	US	2005
Two, plus three, plus five, plus 41.	It's an ID for this whole area, Nic. <i> Two, plus three, plus five, plus 41. </i> 51.	5838045	787	US	2014
Will killing him really make it better?	Natalia. <i> Will killing him really make it better? </i> It's a start.	5891414	640	US	2014
You called my father at the last minute.	I've been giving it some thought. <i> You called my father at the last minute. </i> Whatever you said, he thought I could save the marriage.	241730	1371	US	2005
I've tapped into a CCTV feed.	Get down! <i> I've tapped into a CCTV feed. </i> What the hell's going on?	5891414	172	US	2014
I heard them say we're not allowed above ground because we were contaminated.	Where are we? <i> I heard them say we're not allowed above ground because we were contaminated. </i> What the hell was Nomad?	5838045	352	US	2014
So we stayed in the house.	My parents didn't wanna uproot me and Rebecca. <i> So we stayed in the house. </i> They took separate apartments and switched off coming to us.	241730	293	US	2005
The green cube goes with the blue shaped cube.	"The green tile here that says"" Five"" goes with the yellow pyramid. <i> The green cube goes with the blue shaped cube. </i> The yellow written sphere goes with the green-shaped sphere."	5838045	403	US	2014
You can be a human... or a killer of humans, but not both.	No, this is about you. <i> You can be a human... or a killer of humans, but not both. </i> Eventually, one of those people will extinguish the other one.	5891414	720	US	2014
I need you to go.	I need you to go. <i> I need you to go. </i> Please.	5838045	875	US	2014
Then I guess I didn't make it.	- And if you're not? <i> Then I guess I didn't make it. </i> They're gonna kill us all.	5891414	1025	US	2014
Haley, you know how many times I've played this out in my head?	Stop. <i> Haley, you know how many times I've played this out in my head? </i> Twice-a-week doctor's appointments.	5838045	157	US	2014
I'm feeling kind of feverish.	Not really, though. <i> I'm feeling kind of feverish. </i> - Do we have any Tylenol?	241730	563	US	2005
How many people have you killed, Mason?	That's why he seems so close. <i> How many people have you killed, Mason? </i> What, now?	5891414	430	US	2014
But my glasses are messed up, though.	- Okay. <i> But my glasses are messed up, though. </i> Hey, it's gonna be fine.	5838045	453	US	2014
No one can hide forever.	What if no one ever finds her? <i> No one can hide forever. </i> I can't bring you with me where I have to go now.	5891414	659	US	2014
Filthy Chechen terrorists didn't want to give it to us.	Oil, however, lots of it. <i> Filthy Chechen terrorists didn't want to give it to us. </i> So... one day, a building blew up.	5891414	559	US	2014
Haley, did you find anything?	The network is currently unavailable. <i> Haley, did you find anything? </i> Haley?	5838045	708	US	2014
- I have 14 seconds to spare.	- <i> - I have 14 seconds to spare. </i> I'm well aware.	6249260	425	US	2014
What do you think that sound is?	I don't get it. <i> What do you think that sound is? </i> I don't hear anything, Hay.	5838045	719	US	2014
I come back to you on that.	Maybe. <i> I come back to you on that. </i> My name is Aaron Milton.	5178727	1406	US	2010
You have a pretty exciting life.	Hello, Perkins. <i> You have a pretty exciting life. </i> Yes, it has begun to dawn on me.	5178727	1400	US	2010
Now, um, cover the right eye, and the second line.	Very good. <i> Now, um, cover the right eye, and the second line. </i> Ooh, I just...	6249260	670	US	2014
- Do you know how old she is?	Your nanny has certainly arrived. <i> - Do you know how old she is? </i> - She knows what she's doing.	5178727	1274	US	2010
What about the Universal Dog Home of Brooklyn?	Wait a minute! <i> What about the Universal Dog Home of Brooklyn? </i> And what about your nephew?	6249260	965	US	2014
What is the truth of the matter here?	""" The truth of the matter."" <i> What is the truth of the matter here? </i> The only thing I know for certain is that you don't know what you're dealing with."	5838045	505	US	2014
You have plenty to offer.	He is wrong. <i> You have plenty to offer. </i> Thanks.	5178727	322	US	2010
You should improve your sales technique.	Ugh. <i> You should improve your sales technique. </i> Get some practice with the ladies.	6249260	16	US	2014
Is there you take all your phones?	I do not think he will be happy for this there. <i> Is there you take all your phones? </i> - What's going on here?	5178727	996	US	2010
- My brother sleeps right there.	Belongs to my mommy. <i> - My brother sleeps right there. </i> - Yes?	5838045	759	US	2014
I was right behind you the whole time.	No. <i> I was right behind you the whole time. </i> You were just too busy to notice.	6249260	514	US	2014
- Nic, I think we should just...	Put your seatbelt on. <i> - Nic, I think we should just... </i> - Hold on.	5838045	878	US	2014
I just can't right now.	What do you mean, you can't? <i> I just can't right now. </i> Look, I get we have to take Haley to California.	5838045	95	US	2014
I have Charlie, but I can't talk to him about everything.	You know, Porter, I'm actually kind of alone. <i> I have Charlie, but I can't talk to him about everything. </i> Simon is very much a taboo subject.	6692456	516	US	2016
- 3 to 5 years of community service?	- It's not what it looks like. <i> - 3 to 5 years of community service? </i> Hello.	5178727	735	US	2010
Be emotional if you so desire.	Please. <i> Be emotional if you so desire. </i> I'm terribly sorry that we have to meet in such terrible circumstances.	6249260	54	US	2014
This is breaking and entering.	I don't want any part of this. <i> This is breaking and entering. </i> This is impersonating a guest.	6249260	493	US	2014
She wants to be in my next movie, Strange Day.	I had dinner with, uh, Jessica Chastain. <i> She wants to be in my next movie, Strange Day. </i> And looks good.	6692456	333	US	2016
But it is 95 percent of their character.	You have the entire semester to build their water times. <i> But it is 95 percent of their character. </i> - It's a tradition here at Perkins.	5178727	217	US	2010
- You've known it for months.	I can be calculated Jupiter landing, so I can run uphill. <i> - You've known it for months. </i> - It's a simple equation.	5178727	24	US	2010
Made you feel safe, Car?	Made you feel like you have a real daddy? <i> Made you feel safe, Car? </i> Tell me the story.	6692456	1428	US	2016
Can't we call it even?	But you cheated on me. <i> Can't we call it even? </i> No, no, no, no, please hear me out.	6249260	543	US	2014
I don't know if I'll be able to contain my rage that long.	I would rather you didn't. <i> I don't know if I'll be able to contain my rage that long. </i> Come on, sweetheart.	6692456	1064	US	2016
Can not your cousin and you come up to me?	What are you doing here? <i> Can not your cousin and you come up to me? </i> I have some friends visiting.	5178727	846	US	2010
I said you lost it gambling.	No. <i> I said you lost it gambling. </i> I was desperate.	6249260	173	US	2014
Do you know how many students had killed to make room on my team?	Why can not I change electives? <i> Do you know how many students had killed to make room on my team? </i> You are the only first-year student.	5178727	137	US	2010
Why have you been buying milk lately?	[ clears throat] <i> Why have you been buying milk lately? </i> They're going to demolish this tomorrow morning.	6692456	1400	US	2016
Can you do this somewhere else?	When we use a ruler. <i> Can you do this somewhere else? </i> When it is your turn.	5178727	221	US	2010
- I wanted you to find that video for me.	- What? <i> - I wanted you to find that video for me. </i> - What?	6692456	870	US	2016
There with the married woman.	- What is right? <i> There with the married woman. </i> She has only one child.	5178727	646	US	2010
You must come and have a word with Mr. Hobbs.	- Yes. <i> You must come and have a word with Mr. Hobbs. </i> He's quite eager to meet you.	6692456	129	US	2016
The Universal Dog Home of Brooklyn.	Therefore if you should choose not to accept the money, it will revert immediately to your uncle's favorite charity, <i> The Universal Dog Home of Brooklyn. </i> Dog home?	6249260	72	US	2014
And I look through her stuff, and I don't find it.	And she tells me she's not sending it. <i> And I look through her stuff, and I don't find it. </i> Then what?	6692456	664	US	2016
I will say that you asked her.	It's best you go. <i> I will say that you asked her. </i> What...	5178727	1088	US	2010
There is someone who is not joining in.	Un moment, s'il vous plaît! <i> There is someone who is not joining in. </i> Someone who is alone.	6249260	468	US	2014
- You are the only man I ever loved.	No, no, no, no, please hear me out. <i> - You are the only man I ever loved. </i> And I am the only woman who will ever make you happy.	6249260	545	US	2014
It's one of the weirder moments in my life.	Thank you, Porter. <i> It's one of the weirder moments in my life. </i> [ softly] Call me when you're done.	6692456	544	US	2016
We are in danger of closing.	No, you don't understand. <i> We are in danger of closing. </i> You're trying to make me late.	6249260	408	US	2014
♪ As I see you in the morning ♪	♪ That I just can't fix ♪ <i> ♪ As I see you in the morning ♪ </i> ♪' Cause with you I got that click ♪	6692456	414	US	2016
So, first things first, have I got a red rose in my buttonhole?	Six million dollars. <i> So, first things first, have I got a red rose in my buttonhole? </i> Check.	6249260	263	US	2014
It's both comforting and terrifying at the same time.	How do you feel about that? <i> It's both comforting and terrifying at the same time. </i> Do you love me?	6692456	858	US	2016
I had to put him on sedatives!	My vet says that all this noise you've been making off in here the last few days has given Thurman a nervous condition and made his hair fall out. <i> I had to put him on sedatives! </i> Your vet is a moron.	5653079	241	US	2012
Is your pathetic story really worth this?	Shit, Simon, fuck. <i> Is your pathetic story really worth this? </i> Please, stop.	6692456	1487	US	2016
You ever have one of those days, Gary?	My American name is Gary. <i> You ever have one of those days, Gary? </i> What kind of days?	5166024	819	US	2013
You think you can remember that?	There is no such thing as natural beauty. <i> You think you can remember that? </i> There's no such thing as natural beauty.	5653079	114	US	2012
Oh, my God, Miss Clairee, thank you so much!	I told you, man. <i> Oh, my God, Miss Clairee, thank you so much! </i> I love it!	5653079	1532	US	2012
It doesn't matter to me.	We can adopt 25 million babies. <i> It doesn't matter to me. </i> You say that now.	5653079	21	US	2012
♪ What are you telling me?	♪ <i> ♪ What are you telling me? </i> ♪	6692456	785	US	2016
But you found that little girl.	I honestly don't think I can. <i> But you found that little girl. </i> Don't people tell you all kinds of things?	6692456	370	US	2016
Guess I'm a man now, huh?	Thanks. <i> Guess I'm a man now, huh? </i> ( laughs)	5166024	1916	US	2013
Someplace they won't find you.	♪ <i> Someplace they won't find you. </i> What?	5166024	407	US	2013
Spiders and insects Are members of the ants--	It lasts 33 days. <i> Spiders and insects Are members of the ants-- </i> Ants--anthro--	4728198	1126	US	2001
Maybe she was praying for us because we're gossiping.	Maybe she was praying for Drew and Marshall. <i> Maybe she was praying for us because we're gossiping. </i> Maybe she was praying' cause her panties are too tight.	5653079	1218	US	2012
I wanted to be with Lucy.	What were you possibly thinking? <i> I wanted to be with Lucy. </i> That's ridiculous!	4728198	8	US	2001
We are in the house of the Lord.	I'm having an affair with a Mercedes-Benz. <i> We are in the house of the Lord. </i> ( MOUTHING) Tell them.	5653079	1462	US	2012
He is a man grown, and his path is his own to choose.	A harlequin. <i> He is a man grown, and his path is his own to choose. </i> Silence, land-trunt.	5166024	1221	US	2013
Well, I guess I'll Just wait downstairs.	It's only 6: 30. <i> Well, I guess I'll Just wait downstairs. </i> Sure there isn't anything I can get you?	4728198	961	US	2001
You do this every year.	You just gonna leave? <i> You do this every year. </i> You do know the whole point of a tree-trimming party is for the guests to do the trimming?	5653079	755	US	2012
Not with chronic kidney disease.	Diabetics have healthy babies all the time. <i> Not with chronic kidney disease. </i> I found a doctor in Monroe who specializes in high-risk birth.	5653079	793	US	2012
I'm talking about the rights of the child.	I'm not talking about the rights of the parents. <i> I'm talking about the rights of the child. </i> Please let the record show--	4728198	1973	US	2001
Look at it this way:	I swear. <i> Look at it this way: </i> In two years, he's going to pay for you to leave.	5166024	290	US	2013
I'm so mad, I don't know what to do.	( SOBBING) <i> I'm so mad, I don't know what to do. </i> How is that baby ever going to know how wonderful his mama was?	5653079	1720	US	2012
Everybody says Bob's Big Boy has the best hamburgers.	I don't want to be too sleepy. <i> Everybody says Bob's Big Boy has the best hamburgers. </i> Can we go there Wednesday instead of IHOP?	4728198	1111	US	2001
The Prince, the... the New Prince.	With, uh, what's-his-name. <i> The Prince, the... the New Prince. </i> Will Smith?	5166024	182	US	2013
I swear that my personal tragedy will not interfere with my ability to do good hair.	I was afraid I wouldn't get hired if you knew, and I a job so bad. <i> I swear that my personal tragedy will not interfere with my ability to do good hair. </i> It better not.	5653079	526	US	2012
Not the one with the pocket?	So you wore the blue shirt today? <i> Not the one with the pocket? </i> - He's got the blue one on.	5166024	497	US	2013
"Did you bring ¡ °' Kramer vs. Kramer""?"	"It was probably that guy from the V.A. <i> Did you bring ¡ °' Kramer vs. Kramer""? </i> I see what's happening here."	4728198	948	US	2001
Nobody says what goes where but you.	Nobody can trim it but you. <i> Nobody says what goes where but you. </i> You no longer have any say-so in my life, Mama, and you know it, and you can't stand it.	5653079	821	US	2012
They do them all the time in Shreveport, about three, four times a week.	It's real easy. <i> They do them all the time in Shreveport, about three, four times a week. </i> Yeah, she's right.	5653079	1309	US	2012
And when the wolf finally comes...	Stop. <i> And when the wolf finally comes... </i> He doesn't know it.	5166024	270	US	2013
Is that the new Janitor?	Yeah. <i> Is that the new Janitor? </i> Oh, it's a...	4728198	1536	US	2001
Like I like green things very much.	Sam is a very good father... because he likes green things... <i> Like I like green things very much. </i> I like green peas.	4728198	1789	US	2001
My dad is loving every second of this, okay?	( sighs) Okay, please. <i> My dad is loving every second of this, okay? </i> No, Joe, I seriously doubt that.	5166024	1078	US	2013
- Sam, get your dessert to go.	- Check. <i> - Sam, get your dessert to go. </i> Because, OK.	4728198	639	US	2001
I take care of the meat and the protein.	Yeah, Patrick, um, he usually takes care of the gathering, you know, berries, roots. <i> I take care of the meat and the protein. </i> ( grunts) And the shopping.	5166024	1249	US	2013
That's why I say they knew my name, and I didn't know theirs.	The rape, I mean. <i> That's why I say they knew my name, and I didn't know theirs. </i> That's why I make reference to pieces missing.	6406429	1211	US	2001
The fact that Ms. Cassell hasn't left her room in...	Objection. <i> The fact that Ms. Cassell hasn't left her room in... </i> I don't know how many years... must have some effect on her perception.	4728198	155	US	2001
- You in love with this girl already?	- Oh, my God! <i> - You in love with this girl already? </i> - Go fuck yourself.	5450161	349	US	2013
I'd look at my conscience long and hard... before I tried to use this in court.	Yes, and if I were you... <i> I'd look at my conscience long and hard... before I tried to use this in court. </i> Is that a threat?	4728198	24	US	2001
