SENTENCE	FULL_CONTEXT	SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
I could kill Jackson right now.	Only so it won't. <i> I could kill Jackson right now. </i> It's my experience that Eatenton women got veto power.	veto	1	5653079	848	US	2012			
Mama, he gonna hear you.	Shh! <i> Mama, he gonna hear you. </i> Nobody hears me.	gonna	1	5653079	790	US	2012			
It's like a duck whistle, just...	Come on, buddy. <i> It's like a duck whistle, just... </i> Make a wish, baby, come on.	buddy	1	5653079	1131	US	2012			
She can stay in crisis 24/ 7.	Oh, but Sherry, <i> She can stay in crisis 24/ 7. </i> Good night, sweetie.	crisis	1	6406429	1049	US	2001			
We should wash that shit off.	Yeah, but the fuckin' bitch got blood all over the fuckin' sheets. <i> We should wash that shit off. </i> Pick your ass up off the bed so we can strip it, man.	shit	1	6406429	1434	US	2001			
I think I'm just going to have a drink.	Hoo, on second thought, <i> I think I'm just going to have a drink. </i> You know, matter of fact,	drink	1	6406429	1239	US	2001			
I also watched pornographic videos and masturbated 17 times.	Since last Sunday, I had sexual relations out of wedlock two times. <i> I also watched pornographic videos and masturbated 17 times. </i> For these and all the sins of my life, I am sorry.	pornographic	1	5450161	195	US	2013			
- I got stories up the wazoo.	Do you tell good stories? <i> - I got stories up the wazoo. </i> - Really?	wazoo	2	4728198	1198	US	2001			
Did you just say fuck me to?	- Fuck me? <i> Did you just say fuck me to? </i> - Jon!	fuck me	1	5450161	710	US	2013			
It's not as good as porn.	But I'm sorry. <i> It's not as good as porn. </i> Tits?	good	1	5450161	151	US	2013			
Don't you fuckin' do that.	Don't fuckin' do that. <i> Don't you fuckin' do that. </i> Don't you fuckin' cry.	fuckin'	1	6406429	1360	US	2001			
- No, I don't buy it.	- Yeah. <i> - No, I don't buy it. </i> - I'm telling you.	buy	1	5450161	1596	US	2013			
- More than just a piece of meat.	-# Like it or not <i> - More than just a piece of meat. </i> # Baby	piece of meat	3	5450161	488	US	2013			
Have you been thinking at all about the old marriage convo, the worst convo...	A query? <i> Have you been thinking at all about the old marriage convo, the worst convo... </i> Yeah.	convo	1	5340423	1652	US	2013			
You're a retarded person and you're driving a fucking car!	You're fucking retarded! <i> You're a retarded person and you're driving a fucking car! </i> In the name of the Father, the Son and the Holy Spirit.	retarded	2	5450161	186	US	2013			
Give me one fucking second.	Wait. <i> Give me one fucking second. </i> Ahh...	one fucking second	1	5340423	2001	US	2013			
Ty, keep your eyes open.	- I don't know. <i> Ty, keep your eyes open. </i> - I don't know.	keep your eyes open	2	6377252	65	US	2009			
♪ But it tore out my soul	♪ Just to give it a second chance ♪ <i> ♪ But it tore out my soul </i> ♪ Passed out, crashed out on a mat ♪	tore out	1	5340423	2314	US	2013			
Here you are in the same old shit.	And now look at you. <i> Here you are in the same old shit. </i> Guys like your old man used to bust their hump working in places like this.	shit	1	6377252	309	US	2009			
- Everybody wants a piece of the pie.	They're mostly bums, but if one of them gets hurt, the owner's still liable. <i> - Everybody wants a piece of the pie. </i> - Yeah.	piece of the pie	2	6377252	767	US	2009			
- Are you fucking kidding me?	- Tell them you hired me... <i> - Are you fucking kidding me? </i> !	fucking	2	6801883	749	US	2014			
You broke my tooth, you damn moron.	Goddamn it! <i> You broke my tooth, you damn moron. </i> Next time I'll break your head.	moron	2	6377252	725	US	2009			
- You have any cold drinks?	[ Speaks spanish] <i> - You have any cold drinks? </i> - You know where it is.	cold drinks	1	6801883	770	US	2014			
All right, let's have one humongous sandwich, and we'll cut it in half.	No, that's part of it. <i> All right, let's have one humongous sandwich, and we'll cut it in half. </i> We won't use mayo.	humongous	1	5340423	824	US	2013			
- Your promises don't mean shit.	I'll deal with Baines, I promise. <i> - Your promises don't mean shit. </i> - Look, I admit Baines screwed up.	shit	2	6377252	623	US	2009			
Remains of queen's woman found in vacant lot.	""" B a appliance."" <i> Remains of queen's woman found in vacant lot. </i> Tj, I'd like a word with you."	remains of queen	1	6801883	279	US	2014			
Fucking amish got more flavour than you do, Matthew.	You don't like computers and you don't like cellphones. <i> Fucking amish got more flavour than you do, Matthew. </i> I watched you follow some dude.	fucking	1	6801883	517	US	2014			
Now, put it to your temple and pull the fucking trigger.	Now cock it. <i> Now, put it to your temple and pull the fucking trigger. </i> - What?	fucking	2	6801883	901	US	2014			
"I was like,"" Is' take a knee' a good thing?"""	"I actually had to ask somebody. <i> I was like,"" Is' take a knee' a good thing?"" </i> No."	take a knee	1	5340423	1001	US	2013			
But we got a rock-solid alibi, and all we gotta do is stick with it.	Of course they'll be all over us in the beginning. <i> But we got a rock-solid alibi, and all we gotta do is stick with it. </i> - The trucks, Mike.	alibi	2	6377252	396	US	2009			
You're gonna come fall in through the door behind me.	I need to know, you got my back. <i> You're gonna come fall in through the door behind me. </i> Don't worry your pretty little spick head off.	fall in	1	6801883	7	US	2014			
- I almost hooked up with Connor.	He is also ruining Operation Sex For Every Bridesmaid. <i> - I almost hooked up with Connor. </i> - What?	hooked up	1	3562517	1600	US	2009			
You're planning to yank$ 42 million?	We stash the money and we tell them we got jacked. <i> You're planning to yank$ 42 million? </i> No.	yank	3	6377252	386	US	2009			
I hear what you're saying, and I think right now you actually believe it.	Just... <i> I hear what you're saying, and I think right now you actually believe it. </i> - Yeah.	believe	1	3562517	1681	US	2009			
It was either that or sacrifice one of their brothers.	The guards just gave up the money? <i> It was either that or sacrifice one of their brothers. </i> The funny thing about it is they still never caught up with those hijackers.	sacrifice	1	6377252	185	US	2009			
So, what would be a smart play?	"Let's be friends."" <i> So, what would be a smart play? </i> Have some fun with it."	play	1	3562517	1109	US	2009			
Put the hurt on em', Ray!	Obliged! <i> Put the hurt on em', Ray! </i> Okay.	put the hurt on	1	4953583	1077	US	2013			
Jenny, I've got ghosts in my bedroom!	Seriously! <i> Jenny, I've got ghosts in my bedroom! </i> WOMAN:	ghosts	1	3562517	1691	US	2009			
Your time is over abuelito.	Maybe once upon a time. <i> Your time is over abuelito. </i> My time is just starting.	abuelito	1	4953583	1147	US	2013			
At the speed he's going, 65-75 minutes.	How quickly can Cortez make the border? <i> At the speed he's going, 65-75 minutes. </i> That little patch of border he's headed towards is mostly deep canyon.	speed	1	4953583	575	US	2013			
Lost more men than Nam.	Perhaps you've heard of it, slick? <i> Lost more men than Nam. </i> We didn't get a wall.	nam	2	3562517	336	US	2009			
Blue Label and give it wings, brother.	Look, you are my assistant and I need assistance. <i> Blue Label and give it wings, brother. </i> Call me.	give it wings	1	3562517	644	US	2009			
Go some place where there's some action, where I can make a difference.	I need to make a move. <i> Go some place where there's some action, where I can make a difference. </i> Like when you worked Narcotics in LA,	action	1	4953583	230	US	2013			
If you're having second thoughts, here's the key to my Jag.	- Yes, I did. <i> If you're having second thoughts, here's the key to my Jag. </i> You give me the word, I'll block.	second thoughts	1	3562517	244	US	2009			
Could you show me how to run these plates?	That's why. <i> Could you show me how to run these plates? </i> Idiot!	idiot	1	4953583	214	US	2013			
Convoy is holding at position Alpha.	Let's do this. <i> Convoy is holding at position Alpha. </i> Awaiting clearance to proceed.	alpha	1	4953583	256	US	2013			
I need you right now.	I need you. <i> I need you right now. </i> Excuse me.	i need you right now	1	3546395	729	US	2009			
He's an asshole, he almost broke my hand.	What country do Dutch people come from? <i> He's an asshole, he almost broke my hand. </i> He says his arm hurts from where you grabbed him.	asshole	2	4953583	355	US	2013			
How you doing, sweet pea?	Hi, honey, it's Mommy. <i> How you doing, sweet pea? </i> How you doing?	sweet pea	2	3546395	25	US	2009			
Let it carry you out!	Come about! <i> Let it carry you out! </i> What the hell are you doing?	carry	1	3372842	1031	US	2000			
You've got some old salt in your blood.	You're a natural. <i> You've got some old salt in your blood. </i> Thanks.	salt	1	3372842	440	US	2000			
But he won't tell me.	"And I say,"" Hey, Bobby, where you been?"" <i> But he won't tell me. </i> He just smiles and says:"	bobby	1	3372842	1417	US	2000			
You, sir, are a lucky dog.	Do you ever wonder if there is that special person waiting out there just for you? <i> You, sir, are a lucky dog. </i> You hear me?	lucky dog	2	3546395	85	US	2009			
When I say now, you go full throttle.	Just hold on. <i> When I say now, you go full throttle. </i> Got it?	full throttle	1	3372842	1314	US	2000			
As for me, I'm staring here at solid white chop.	We got gale-force coming out of Bermuda, stuff out of Sable Island. <i> As for me, I'm staring here at solid white chop. </i> This could be a triple-header.	chop	1	3372842	788	US	2000			
Or he thinks he'll score better with another captain.	It gets rough up here, Dougie likes the sun down there. <i> Or he thinks he'll score better with another captain. </i> I didn't say that.	score	1	3372842	76	US	2000			
You lonely for that young mama who was all over you?	You want to go home? <i> You lonely for that young mama who was all over you? </i> My girl is none of your business.	young mama	1	3372842	732	US	2000			
Do you know that this kid made from scratch all these crazy hats?	Forget about it. <i> Do you know that this kid made from scratch all these crazy hats? </i> - They're great.	kid	1	145382	164	US	2000			
She was a McGovern Democrat but incredibly snobbish.	But she couldn't spell. <i> She was a McGovern Democrat but incredibly snobbish. </i> She hummed all the time.	snobbish	1	145382	628	US	2000			
There's stuff... in the kitchen.	Oh, man! <i> There's stuff... in the kitchen. </i> You want to give the candy to the trick-or-treaters... when they come?	stuff	3	145382	750	US	2000			
He's a well respected man about town	In his body and his mind <i> He's a well respected man about town </i> Doing the best things so conservatively	man about town	1	4109374	768	US	2010			
Pfizer's making a fuck drug.	I read it. <i> Pfizer's making a fuck drug. </i> Where'd you read that?	fuck	2	4109374	1055	US	2010			
While you look like a bible salesman.	You're still looking amazing. <i> While you look like a bible salesman. </i> You're healed.	salesman	1	135737	631	US	2000			
Do I look like an asshole?	Am I an asshole? <i> Do I look like an asshole? </i> Yeah.	asshole	1	135737	273	US	2000			
Let's done start Gotta ti// the ground	Bring Sa// y up and bring Sa// y down <i> Let's done start Gotta ti// the ground </i> Bring Sa// y up and bring Sa// y down	gotta	1	135737	17	US	2000			
All he cares about is getting the kitten's collar...	He's a fucking jackass. <i> All he cares about is getting the kitten's collar... </i> Which I suppose is a lot of money if you're flipping burgers.	kitten's collar	1	3279503	380	US	2008			
No priors, no history of online purchases.	- ER nurse, lives alone. <i> No priors, no history of online purchases. </i> It's not her.	priors	1	3279503	56	US	2008			
Man, what kind of pervert gets their jollies off playing with dog shit?	- Man, that's disgusting. <i> Man, what kind of pervert gets their jollies off playing with dog shit? </i> Look, man, I got' em!	jollies	2	135737	1695	US	2000			
You've been working the streets too long.	When did the world go so fucking insane? <i> You've been working the streets too long. </i> He was definitely here.	working the streets	2	3279503	722	US	2008			
Now, where the hell is my brother?	- I'm retired. <i> Now, where the hell is my brother? </i> I made this as well.	where the hell	1	135737	277	US	2000			
You made a mistake picking a kid to do your dirty work.	Hey. <i> You made a mistake picking a kid to do your dirty work. </i> Made an even bigger mistake picking my kid brother.	dirty work	2	135737	2186	US	2000			
You've got to be kidding me.	What? <i> You've got to be kidding me. </i> Wesley?	kidding	1	6185084	261	US	2015			
He must've been riding those brakes like an old lady.	He warped all four rotors. <i> He must've been riding those brakes like an old lady. </i> - That's nice.	old lady	1	135737	611	US	2000			
- This Friday... is gonna be fine for me.	- How's this Friday? <i> - This Friday... is gonna be fine for me. </i> It's good.	gonna	1	6185084	1250	US	2015			
I wouldn't wanna be anybody else.	Look, I like myself. <i> I wouldn't wanna be anybody else. </i> And I realize now that none of this matters to me.	wanna	1	6185084	1988	US	2015			
Caitlyn, can you make sure you get a shot	I couldn't possibly care less. <i> Caitlyn, can you make sure you get a shot </i> - of them together, please?	shot	1	6185084	932	US	2015			
And let me know if anything clicks with our piano man.	I just heard the vic, Simon Campbell, has regained consciousness up at Covenant Hospital, so I'm gonna head over there and question him, all right? <i> And let me know if anything clicks with our piano man. </i> Hey, Ms. Pulitzer herself.	clicks	3	4218973	523	US	2011			
Bitch fired off a few lucky shots.	Just makir connections. <i> Bitch fired off a few lucky shots. </i> But JTRO jumped his ass.	bitch	2	4574956	1307	US	2011			
Hope you like meth, bitch!	That's a message from Triple D! <i> Hope you like meth, bitch! </i> What the fuck?	bitch	3	4574956	739	US	2011			
We... we packir Glocks, nigga!	It's game time tomorrow! <i> We... we packir Glocks, nigga! </i> Too much heat?	nigga	2	4574956	1072	US	2011			
You ain't the only one who lost BTRO.	We had each other's backs, back to back. <i> You ain't the only one who lost BTRO. </i> We all did.	btro	1	4574956	340	US	2011			
But I gotta know you're as serious as a deep throatir dyke about this shit.	It can be done. <i> But I gotta know you're as serious as a deep throatir dyke about this shit. </i> Can yo' ass keep a secret?	dyke	1	4574956	519	US	2011			
Get the fuck out of my way.	I'm not goir back to that shit. <i> Get the fuck out of my way. </i> Yo, you know what BTRO told me that night, huh?	fuck	2	4574956	258	US	2011			
I don't even want to know what that shit is.	Oh, fuck me. <i> I don't even want to know what that shit is. </i> Fuck me.	shit	2	4218973	1008	US	2011			
Nobody's ever fuckir beaten my ass up this mountain.	- Whoo! <i> Nobody's ever fuckir beaten my ass up this mountain. </i> Not even BTRO.	ass	1	4574956	903	US	2011			
No, I'm not a monster.	Then would you take the$ 10,000? <i> No, I'm not a monster. </i> $ 100,000?	monster	1	4218973	928	US	2011			
The dude right over there:	"Where? <i> The dude right over there: </i> What do you mean,"""" dude""?"	dude	3	186160	803	US	2004			
but under a cloud of shame:	- Greg, you'll lose your cheerleading scholarship: <i> but under a cloud of shame: </i> Tina:	cloud of shame	3	186160	968	US	2004			
I want to have a hail storm of fuckir lead to shove up the motherfucker's ass!	Now, if that fucker's got some Abe Lincoln shit to pull <i> I want to have a hail storm of fuckir lead to shove up the motherfucker's ass! </i> Now you got the Glocks, ain't ya?	fuckir	1	4574956	1081	US	2011			
"You just figured,"" What the fuck?"""	"I woke up the next morning next to his ass, just figured, what the fuck? <i> You just figured,"" What the fuck?"" </i> That's going to be a rad story to tell the grandkids."	fuck	1	4574956	871	US	2011			
I'm not done yet, Monica!	....[ Stops] <i> I'm not done yet, Monica! </i> To be a real cheerleader--	cheerleader	1	186160	939	US	2004			
Suck a good ass dick.	Clown shoe wearing bitch. <i> Suck a good ass dick. </i> Oh, shit!	ass	1	4574956	800	US	2011			
Ever since you was kids, you ain't never given up on nothir.	He told me he had never been more proud of anyone than he was of his lil' bro. <i> Ever since you was kids, you ain't never given up on nothir. </i> Look at you, man.	ain't	3	4574956	262	US	2011			
And I'm thinking about violating myself tonight:	Okay? <i> And I'm thinking about violating myself tonight: </i> It's an actor relaxation technique:	violating	1	186160	1573	US	2004			
Dayum, you still out here in the mo suckir 242?	Damn it, JTRO. <i> Dayum, you still out here in the mo suckir 242? </i> I heard you out here just sleepir in the dirt, dog.	dayum	1	4574956	239	US	2011			
Everybody, find your happy place:	God: <i> Everybody, find your happy place: </i> California State College, are you ready for a showdown?	happy place	2	186160	1715	US	2004			
Last minute cram session, kiddie kiddos?	If it isn't the blond <i> Last minute cram session, kiddie kiddos? </i> Why don't you guys worry about your own team?	kiddie kiddos	1	186160	1586	US	2004			
and then stomp on their backs and then drive over them with	We have to take their heads and grind them into the mud: <i> and then stomp on their backs and then drive over them with </i> Marni, geez:	stomp	1	186160	1190	US	2004			
Ah, look at you two.	- Because you are a total and utter bitch. <i> Ah, look at you two. </i> Morning, sweetheart.	ah	1	3807079	87	UK	2005			
At that time, we thought it was fuckin' great and I still think that.	But Liam thinks, Liam thinks it fuckin' rocks. <i> At that time, we thought it was fuckin' great and I still think that. </i> It just wasn't Morning Glory,..... and I'm sick of these people going on about Definitely Maybe.	fuckin'	1	4030209	1128	UK	2003			
Liam and Andy Bell walked in.	"And there was all these kids..... doing their fuckin'..... dancing thing. <i> Liam and Andy Bell walked in. </i> I went"" Have you seen them kids?"""	kids	1	4030209	1207	UK	2003			
Okay, well, you ladies, have a lovely lunch.	- Okay. <i> Okay, well, you ladies, have a lovely lunch. </i> He's got a marvellous swing.	okay	1	3807079	901	UK	2005			
But I wrote it in, er,..... my bedroom, and I'd just been listening to Exile On Main Street.	It's where all the beautiful people in Manchester used to live. <i> But I wrote it in, er,..... my bedroom, and I'd just been listening to Exile On Main Street. </i> And the melody from the first line...	er	1	4030209	297	UK	2003			
They're not gonna make it that easy, are they?	They won't bite, you know. <i> They're not gonna make it that easy, are they? </i> We're on the clock.	gonna	1	4938516	119	UK	2009			
I love the pomp and snobbery of it.	English tradition is fantastic. <i> I love the pomp and snobbery of it. </i> And so to take that and create something new and modern..... is, for me, just the way forward.	pomp	1	4030209	435	UK	2003			
I don't wanna be sitting in a wheelchair pit or fucking behind a pillar or right up at the fucking back...	If we've got shit tickets, dude, when I gave you a bunch load of money, with money-no-object rules attached to it... <i> I don't wanna be sitting in a wheelchair pit or fucking behind a pillar or right up at the fucking back... </i> Ed, I've got something to tell you, mate.	wanna	2	4629499	609	UK	2012			
Do I look fat to you, bruv?	Fucking hell, have I put on weight? <i> Do I look fat to you, bruv? </i> Have you got any experience recording live music?	bruv	2	4629499	175	UK	2012	a brother, esp. as a form of address to a friend (or actual sibling).	https://greensdictofslang.com/entry/ebttc4a	friend
"And me mam goes( Irish)"" Fuckin' kind of music are you making down there?"""	"And I come home with a broken arm,..... broken leg and a shotgun on me shoulder. <i> And me mam goes( Irish)"" Fuckin' kind of music are you making down there?"" </i> *.. keep building"	mam	1	4030209	1280	UK	2003			
♪' cause that's exactly what you do for me	♪ I'ma be whatever you need <i> ♪' cause that's exactly what you do for me </i> ♪ and I wrote it all down in a little notebook	cause	1	7039857	1754	UK	2016			
What do you fucking think we do with them?	Sometimes a new pair of shoes. <i> What do you fucking think we do with them? </i> - We withdraw cash from them.	fucking	3	4629499	355	UK	2012			
But are they gonna look after you when you get out?	I'm sure they're keeping you happy with everything you need to get through this. <i> But are they gonna look after you when you get out? </i> - They have been so far.	gonna	2	4629499	769	UK	2012	the urban slang for 'going to'	https://www.urbandictionary.com/define.php?term=gonna	going to
Mate, we withdraw whatever the machine will allow us to withdraw.	Or their credit cards. <i> Mate, we withdraw whatever the machine will allow us to withdraw. </i> Anywhere between £ 250 and £ 300 a night per card.	mate	1	4629499	359	UK	2012			
You're not my fucking parents.	- I won't. <i> You're not my fucking parents. </i> I smoke what I fucking want.	fucking	3	4629499	593	UK	2012			
I'm actually really jealous of Lily and Judith.	[ Both laugh] <i> I'm actually really jealous of Lily and Judith. </i> Why?	jealous	1	6910409	606	UK	2014			
What I don't know is why women demean themselves by reading such tripe.	Mmm, I know all about how big it is. <i> What I don't know is why women demean themselves by reading such tripe. </i> I'm not sure I do, to be honest.	tripe	1	7039857	605	UK	2016			
You don't have to perv in the green house.	There is a bench right there if you wanna watch. <i> You don't have to perv in the green house. </i> I wasn't per...	perv	1	6910409	268	UK	2014			
Mummy porn, is it something nasty they do in pyramids?	I have a question for you. <i> Mummy porn, is it something nasty they do in pyramids? </i> Something nasty that they publish for women of a certain age.	porn	1	7039857	332	UK	2016			
Nobody wants to fucking flip burgers or wipe arses for minimum wage, do they?	Well, except retards. <i> Nobody wants to fucking flip burgers or wipe arses for minimum wage, do they? </i> - And who can blame them?	fucking	3	4629499	90	UK	2012			
I'd rather be the bi-sexual ninja.	You're my darling Lily. <i> I'd rather be the bi-sexual ninja. </i> Bi-sexual?	ninja	1	6910409	631	UK	2014			
If the dole money is keeping you happy and you're just trundling along fine with Katie, then don't do this.	Look, Mikey, if you don't wanna do this, you don't have to do it. <i> If the dole money is keeping you happy and you're just trundling along fine with Katie, then don't do this. </i> It's easy money for a bit of driving.	dole	1	4629499	274	UK	2012			
Of course, I was always tempted to skim a lbit off the top, but I knew I had a good thing going and I didn't wanna risk it.	He made sure he looked after his team as well. <i> Of course, I was always tempted to skim a lbit off the top, but I knew I had a good thing going and I didn't wanna risk it. </i> Each of us were rinsing 100 cards a night, each one paying out between £ 250 and £ 300.	wanna	1	4629499	465	UK	2012			
- Yeah, it's going to look beautiful.	- Is this the one? <i> - Yeah, it's going to look beautiful. </i> - Oh, look at you.	yeah	1	6910409	647	UK	2014			
Like kissing a fanny.( pussy)	Your face rug. <i> Like kissing a fanny.( pussy) </i> It's an outstanding set of mustaches.	fanny	2	5151994	329	UK	2008	pussy.	https://www.urbandictionary.com/define.php?term=Fanny	vagina
Sure like most kids I got into trouble.	I kept my head down. <i> Sure like most kids I got into trouble. </i> Bastard!	kids	1	5151994	29	UK	2008			
- I need some water, mate, yeah.	- Water? <i> - I need some water, mate, yeah. </i> Bobby?	yeah	1	4398890	440	UK	2011			
Don't worry son... you won't do the seven...	Seven years. <i> Don't worry son... you won't do the seven... </i> You'll be out in four.	son	1	5151994	67	UK	2008			
What the fuck does it look like I'm doing, you cunt?	- What am I doing? <i> What the fuck does it look like I'm doing, you cunt? </i> - Loo-look, le-le-let's talk.	the fuck	1	5151994	531	UK	2008			
- I give you fucking magic in there!	Charlie, love, you need to build your audience. <i> - I give you fucking magic in there! </i> - Magic?	fucking	2	5151994	405	UK	2008			
So I think you should send someone up to help him out, don't you?	And he's in a lot of trouble! <i> So I think you should send someone up to help him out, don't you? </i> Fuck's sake, not again!	fuck	1	5151994	484	UK	2008			
And I fucking hate that.	Problem is, once you get comfortable or sometimes even before, they ghost you again and again... moving you from prison, to prison, to prison. <i> And I fucking hate that. </i> Parkhurst.	fucking	2	5151994	149	UK	2008			
And I ain't killed no one!	26 years in solitary I've done. <i> And I ain't killed no one! </i> I'm not joking.	ain't	2	5151994	256	UK	2008			
Cos most of the DI's would give their right arm to be in fraud or a cushy number like that, do you know what I mean?	I heard that you requested to be transferred here. <i> Cos most of the DI's would give their right arm to be in fraud or a cushy number like that, do you know what I mean? </i> Sergeant Hicock, if you refer to a notice of death as a death-o-gram again	cushy	1	4177060	239	UK	2009			
- You could do that, you've killed people.	Blow his fucking head off. <i> - You could do that, you've killed people. </i> - Yeah.	fucking	1	4398890	457	UK	2011			
Think you got rid of my old man off that estate?	Sergeant Hicock. <i> Think you got rid of my old man off that estate? </i> - Yeah.	old man	1	4177060	328	UK	2009			
Just pop in the sim card and call it from your mobile.	This tracker is magnetised, so it's great for use in all cars. <i> Just pop in the sim card and call it from your mobile. </i> Black coffee, please, mate.	pop	1	4398890	303	UK	2011			
I said hold that shit!	Hold that shit. <i> I said hold that shit! </i> Look at his eyes, bruv.	shit	2	4177060	27	UK	2009			
This senile old cunt killed Marky and Carl.	Fuck that. <i> This senile old cunt killed Marky and Carl. </i> I told you to put it down.	cunt	1	4177060	814	UK	2009			
I'm gonna deal with you later, Kenneth.	And you... <i> I'm gonna deal with you later, Kenneth. </i> Yeah, so... so you were saying 700 for the.38?	gonna	2	4177060	539	UK	2009			
Maybe you should call an ambulance.	Your girlfriend needs a doctor. <i> Maybe you should call an ambulance. </i> Ain't no fucking ambulance gonna come here, brother.	fucking	1	4177060	527	UK	2009			
Give me your fucking money, man.	* Always believe in... <i> Give me your fucking money, man. </i> Are you fucking deaf?	fucking	3	4177060	393	UK	2009			
Well, you know, who's gonna complain?	* But you could leave me standing so tall... <i> Well, you know, who's gonna complain? </i> * You are gold...	gonna	1	4177060	387	UK	2009			
Said it was a publicity stunt.	Leonardo wasn't gay. <i> Said it was a publicity stunt. </i> Sorry, no chips.	publicity stunt	1	4204063	1212	UK	2009			
Don't be an asshole, Lawrence.	To quote someone, there is a third person in this relationship. <i> Don't be an asshole, Lawrence. </i> Listen to yourself.	asshole	2	4204063	1008	UK	2009	a general negative description, unpleasant, worthless, obnoxious etc.	https://greensdictofslang.com/entry/tqr52qi	bad person
Who the fuck are you to judge me?	What are you looking at? <i> Who the fuck are you to judge me? </i> You know nothing about me!	fuck	2	4987950	957	UK	2011	in fig. uses. (a) anything at all, usu. in negative (i.e. nothing); usu. in phrs. like give a fuck	https://greensdictofslang.com/entry/3yrhsey	hell
Dying in some shithole country for nothing.	What was the point of Pete dying, sir? <i> Dying in some shithole country for nothing. </i> - What was the fucking point?	shithole	2	6997754	143	UK	2012	a disgusting place, an absolutely worthless place, esp. of a bar or venue	https://greensdictofslang.com/entry/wgacuay	bad place
Can you not fucking hear me, hey?	Samuel, get away from there! <i> Can you not fucking hear me, hey? </i> I told you to stop making a racket!	fucking	2	4987950	362	UK	2011			
I read The Guardian, for God's sake.	I give money to Amnesty International. <i> I read The Guardian, for God's sake. </i> And that bloke who cuts my hair,	for god's sake	1	4204063	756	UK	2009			
It's a good job he's a mate of yours.	Sorry about your friend. <i> It's a good job he's a mate of yours. </i> I'd have kicked his ass!	mate	1	4204063	1828	UK	2009			
He said the regiment weren't the same since you left.	Last letter I got from him, he... <i> He said the regiment weren't the same since you left. </i> - How are you, mate?	mate	1	6997754	126	UK	2012			
What the fuck is wrong with you?	I'll pray for you. <i> What the fuck is wrong with you? </i> I'm a fucking arse.	what the fuck	1	4987950	196	UK	2011			
- You going to the bookies later?	Am I right, or am I right, huh? <i> - You going to the bookies later? </i> - Aye.	bookies	1	4987950	285	UK	2011			
I wish she would just shut up!	I patronize gay restaurants and taxi firms and, in a way, I'm developing a totally new gay art. <i> I wish she would just shut up! </i> I think it's interesting.	shut up	1	4204063	387	UK	2009			
And us Celts, we've got to stick together too, yeah?	No, them pack animals, they stick together. <i> And us Celts, we've got to stick together too, yeah? </i> If a baby was on fire, they wouldn't piss on it.	yeah	2	4987950	280	UK	2011			
Get your name in the papers.	Suppose you're feeling very pleased with yourselves, dreaming of cracking a great big juicy murder case, eh? <i> Get your name in the papers. </i> Yes, Sarge.	cracking	1	4864547	89	UK	2012			
- Can I help you, love?	Do you want some fucking cock? <i> - Can I help you, love? </i> - Yeah, I'm looking for Joseph.	fucking	1	4987950	649	UK	2011			
Mary thought Valerie was trying to steal her bloke.	Do you know what it was about? <i> Mary thought Valerie was trying to steal her bloke. </i> They had a fight over it.	bloke	2	4864547	678	UK	2012	a man	https://greensdictofslang.com/entry/worxa7a	person
A pony on the first of the month for turning a blind eye to hooky MOTs is bad enough.	Know he's got you in his pocket. <i> A pony on the first of the month for turning a blind eye to hooky MOTs is bad enough. </i> But this is the murder of a young girl.	pony	1	4864547	1152	UK	2012			
Well, drink your drink, and keep your fucking nose out.	- Right, then. <i> Well, drink your drink, and keep your fucking nose out. </i> Prick!	fucking	3	4987950	64	UK	2011			
Throw the weapon down, son.	We're coming in. <i> Throw the weapon down, son. </i> Put the gun down, Dariusl	son	2	5052284	237	UK	2002	a general term of address to a man or boy.	https://greensdictofslang.com/entry/b5esgzq	guy
"So she shouts,"" Hey, where are you going?"""	"But the cop just walks away. <i> So she shouts,"" Hey, where are you going?"" </i> And the cop says,"	hey	1	5052284	1101	UK	2002			
Are you gonna turn that shower off?	I swear, if he comes anywhere near me again... <i> Are you gonna turn that shower off? </i> Why have you always got to give me grief?	gonna	2	4683078	75	UK	2012			
Yeah, but if it's faster...	Bigger chance of dropping the stick. <i> Yeah, but if it's faster... </i> Look, those girls have been together for years.	yeah	1	4683078	492	UK	2012			
Yes, and he loses his watch.	They argue, come to blows, even. <i> Yes, and he loses his watch. </i> She gets away from him, holes up till first light, when she tries to get the first bus home.	blows	1	4864547	1026	UK	2012			
Look, I'm a lot more fun when I'm not in the team, innit?	No, thanks. <i> Look, I'm a lot more fun when I'm not in the team, innit? </i> Yes.	innit	2	4683078	1062	UK	2012	isn't it	https://www.urbandictionary.com/define.php?term=innit	isn't it
Well, oughtn't keep you from your...	Still, all's fair. <i> Well, oughtn't keep you from your... </i> But good to see you, Morse.	ought	1	4864547	372	UK	2012			
The guy who done it, man, he was a kid.	But he couldn't have been the guy who pulled the trigger. <i> The guy who done it, man, he was a kid. </i> He was small.	kid	2	6010762	1562	UK	2012	(also kidd) a child [se f. 19c].	https://greensdictofslang.com/entry/ecwhaxa	child
♪ Dust yourself off That's when they knock you back down	♪ You get up off the ground Take a look around <i> ♪ Dust yourself off That's when they knock you back down </i> ♪ You get up off the ground Take a look around	knock you back down	1	6010762	2400	UK	2012			
